query,error_type,error_subtype,emotion,feedback_target,intended_learning_outcome
SELECT * FROM Employees AS e JOIN Robots AS r ON e.Employee_ID == r.Employee_ID WHERE r.Status = 'Active';,syntax,non-standard operators,neutral,"Use single '=' for equality comparison in SQL, not '==' from programming languages.",Understanding SQL equality
SELECT * FROM Employees e JOIN Access_Codes ac ON e.Employee_ID -> ac.Employee_ID;,syntax,non-standard operators,calmness,You used -> in the JOIN condition. SQL requires = for equality.,Understanding SQL equality
SELECT * FROM Employees e WHERE EXISTS (SELECT 1 FROM Robots r WHERE r.Employee_ID = e.Employee_ID & r.Status = 'Inactive');,syntax,non-standard operators,sadness,"Don't worry! You used & in the subquery. SQL requires AND for logical conjunction, not &.",Understanding SQL uses word-based logical operators
"SELECT Division, COUNT(*) FROM Employees GROUP BY Division HAVING COUNT(*) == 3;",syntax,non-standard operators,calmness,"You used == in the HAVING clause. SQL only supports = for equality, not ==.",Understanding SQL equality
SELECT * FROM Logs WHERE Action_Description ! LIKE '%logout%';,syntax,non-standard operators,happiness,"Good start! However, you used ! LIKE in your query. SQL does not support ! LIKE; use NOT LIKE instead.",Understanding SQL standard operators
SELECT * FROM Incidents WHERE Timestamp > '2020-01-01' AND Robot_ID --> 0;,syntax,non-standard operators,anger,No stress about operators! Use '>' instead of '-->' for greater than comparison in SQL.,Learning SQL assignment and comparison operators
"SELECT Description, COUNT(*) FROM Incidents GROUP BY Description HAVING COUNT(*) !== 5;",syntax,non-standard operators,neutral,You used !== in the HAVING clause. SQL does not support !==; use <> or != for inequality instead.,Learning correct SQL inequality
SELECT * FROM Access_Codes WHERE Timestamp_of_Last_Use ~= '2020-01-01';,syntax,non-standard operators,sadness,Don't worry about operator confusion! SQL does not support ~=; use = for equality comparison instead.,Understanding SQL equality
"UPDATE Employees SET Division == 'Security', Last_Login_Time = NOW() WHERE Employee_ID = 1001;",syntax,non-standard operators,calmness,You used == in the SET clause. SQL requires = for assignments in UPDATE statements.,Learning SQL assignment and comparison operators
SELECT * FROM Incidents WHERE Description == '%error%';,syntax,non-standard operators,happiness,Good start on pattern matching! You used == incorrectly for string matching. SQL requires LIKE '%...%' for substring matching.,Understanding SQL pattern matching with LIKE
SELECT Robot_ID FROM Robots WHERE !(Status == 'Maintenance');,syntax,non-standard operators,anger,"No stress about operators! Remember, SQL requires NOT instead of ! and = instead of == for comparisons.",Learning SQL assignment and comparison operators
"SELECT Robot_ID, Description FROM Incidents WHERE Employee_ID != NULL;",syntax,non-standard operators,neutral,SQL requires IS NULL or IS NOT NULL to check for NULL values.,Understanding SQL standard operators
DELETE l FROM Logs l JOIN Employees e ON l.Employee_ID = e.Employee_ID WHERE e.Division !== 'Security' || l.Timestamp < '2024-06-01';,syntax,non-standard operators,calmness,You used !== and || in your query. SQL does not support !== (use <> or !=) and requires OR instead of || for logical disjunction.,Understanding SQL standard operators
"SELECT Employee_ID, COUNT(*) AS LoginCount FROM Logs WHERE Action_Description == 'Login' GROUP BY Employee_ID;",syntax,non-standard operators,happiness,"Nice Try! Note that SQL only supports = for equality, not ==.",Learning SQL assignment and comparison operators
"SELECT DISTINCT Description, Robot_ID FROM Incidents WHERE Employee_ID !=== 5;",syntax,non-standard operators,sadness,Don't worry about operators. SQL does not support !===; use <> or != for inequality.,Learning correct SQL inequality
SELECT * FROM Logs WHERE Robot_ID = NULL;,syntax,non-standard operators,anger,No stress about mistakes! SQL requires IS NULL or IS NOT NULL to check for NULL values.,Understanding SQL standard operators
SELECT Name FROM Employees WHERE Name ~ 'A%' OR Name ~ 'M%';,syntax,non-standard operators,neutral,Use 'LIKE' instead of '~' for string matching in SQL.,Understanding SQL pattern matching with LIKE
SELECT i.Description FROM Incidents i WHERE i.Employee_ID == (SELECT e.Employee_ID FROM Employees e WHERE e.Name = 'John');,syntax,non-standard operators,sadness,"Don't worry about operator confusion! SQL only supports = for equality, not ==.",Learning SQL assignment and comparison operators
SELECT Name FROM Employees WHERE Employee_ID == 123;,syntax,non-standard operators,sadness,Don't feel discouraged! Try using the standard operator = instead of ==.,Learning SQL assignment and comparison operators
SELECT * FROM Employees WHERE Division = 'Engineering' && Job_Role = 'Manager';,syntax,non-standard operators,neutral,Use the standard operator AND instead of &&.,Understanding SQL uses word-based logical operators
"SELECT Log_ID, Timestamp FROM Logs WHERE Employee_ID = 1 || Robot_ID = 2;",syntax,non-standard operators,anger,It's okay to make mistakes. Pay attention to the use of standard operators.,Understanding SQL uses word-based logical operators
"SELECT Incident_ID, Description FROM Incidents WHERE Description !~ 'warning';",syntax,non-standard operators,calmness,Review the operators used in the WHERE clause.,Understanding SQL standard operators
"SELECT e.Name, i.Description FROM Employees e JOIN Incidents i ON e.Employee_ID == i.Employee_ID WHERE i.Timestamp == '2025-09-15';",syntax,non-standard operators,sadness,Keep practicing! Use the standard operator = instead of ==.,Understanding SQL equality
SELECT r.Status FROM Robots r INNER JOIN Incidents i ON r.Robot_ID == i.Robot_ID;,syntax,non-standard operators,sadness,"It's okay to feel overwhelmed, but remember to use = instead of ==.",Understanding SQL equality
SELECT * FROM Employees WHERE Division !== 'HR';,syntax,non-standard operators,sadness,Don't be discouraged! Remember to use != instead of !==.,Understanding SQL standard operators
SELECT * FROM Logs WHERE Action_Description LIKE '%maintenance%' & Employee_ID = 1;,syntax,non-standard operators,anger,Keep going! Try to use the standard operator in the WHERE clause.,Understanding SQL uses word-based logical operators
SELECT Model FROM Robots WHERE Status = 'Active' | Manufacturing_Date > '2020-01-01';,syntax,non-standard operators,sadness,It's okay to feel frustrated. Try to use the standard operator in the WHERE clause.,Understanding SQL uses word-based logical operators
SELECT * FROM Logs WHERE Employee_ID => 10;,syntax,non-standard operators,neutral,Let's review the standard operator in the WHERE clause.,Understanding SQL standard operators
SELECT Name FROM Employees WHERE Job_Role =! 'Intern';,syntax,non-standard operators,happiness,Great job exploring different operators! Try using the standard operator for 'not equal to'.,Understanding SQL standard operators
SELECT * FROM Access_Codes WHERE Level_of_Access NOT== 'Admin';,syntax,non-standard operators,sadness,"It's tough, but focusing on standard SQL operators like != instead of NOT== will help.",Understanding SQL standard operators
"SELECT Robot_ID, COUNT(*) FROM Logs WHERE Employee_ID == 1 GROUP BY Robot_ID;",syntax,non-standard operators,happiness,Great job! Remember to use = instead of ==.,Learning SQL assignment and comparison operators
"SELECT Employee_ID, COUNT(Log_ID) as LogCount FROM Logs WHERE Timestamp > '2024-01-01' GROUP BY Employee_ID HAVING COUNT(Log_ID) => 5;",syntax,non-standard operators,neutral,Let's review the operators used in the HAVING clause.,Understanding SQL standard operators
"SELECT l.Log_ID, i.Description FROM Logs l JOIN Incidents i ON l.Robot_ID = i.Robot_ID WHERE l.Action_Description == 'Error' | i.Description = 'Crash';",syntax,non-standard operators,calmness,Please review the operators used in the WHERE clause.,Understanding SQL standard operators
"SELECT e.Name, ac.Level_of_Access FROM Employees e JOIN Access_Codes ac ON e.Employee_ID == ac.Employee_ID WHERE ac.Level_of_Access == 'Admin';",syntax,non-standard operators,anger,"Cheer up! Frustration leads to errors, remember to use the standard operator for 'equal to' which is =.",Understanding SQL equality
"SELECT e.Name, r.Model FROM Employees e JOIN Robots r ON e.Employee_ID = r.Employee_ID WHERE r.Status !== 'Inactive';",syntax,non-standard operators,happiness,Great job exploring different operators! Try using the standard operator for 'not equal to'.,Understanding SQL standard operators
"SELECT e.Name, ac.Level_of_Access FROM Employees e JOIN Access_Codes ac ON e.Employee_ID == ac.Employee_ID WHERE ac.Level_of_Access = 'guest';",syntax,non-standard operators,sadness,It's tough to remember operators correctly. Keep practicing to improve! Remember to use the standard operator for 'equal to' which is =.,Understanding SQL equality
"SELECT Name, Division FROM Employees WHERE Last_Login_Time == '2025-09-20';",syntax,non-standard operators,sadness,"It's understandable to confuse operators, but try using = instead of == .",Learning SQL assignment and comparison operators
"SELECT Robot_ID, Model FROM Robots WHERE Manufacturing_Date BETWEEN '2020-01-01' && '2024-12-31';",syntax,non-standard operators,happiness,Keep up the good work! Try to use the standard operator in the WHERE clause.,Understanding SQL uses word-based logical operators
SELECT Description FROM Incidents WHERE Employee_ID ==! 15;,syntax,non-standard operators,anger,"Don't worry, frustration can lead to mistakes. Try using the standard operator for 'not equal to'.",Understanding SQL standard operators
SELECT * FROM Incidents WHERE Description LIKE '%error%' || Description = 'Success';,syntax,non-standard operators,neutral,"You used || for logical OR, but in SQL || means string concatenation. Use OR instead.",Understanding SQL uses word-based logical operators
SELECT l.Action_Description FROM Logs l WHERE l.Employee_ID IN (SELECT Employee_ID FROM Employees e JOIN Access_Codes ac ON e.Employee_ID == ac.Employee_ID);,syntax,non-standard operators,calmness,"You used == in the join condition, but SQL uses = for equality.",Understanding SQL equality
"SELECT r.Robot_ID, i.Description FROM Robots r LEFT JOIN Incidents i ON r.Robot_ID = i.Robot_ID WHERE r.Status = 'Maintenance' AND i.Timestamp >> '2024-01-01';",syntax,non-standard operators,neutral,"You used >> in the WHERE clause, but SQL uses > for date comparison.",Understanding SQL standard operators
"SELECT CONCAT(Employees.Name, ' - ', Robots.Model FROM Employees INNER JOIN Robots ON Employees.Employee_ID = Robots.Employee_ID WHERE Robots.Status = 'active';",syntax,unmatched brackets,sadness,Don't worry about the complexity! Missing closing parenthesis in CONCAT function.,Understanding proper function parentheses matching in JOIN queries
SELECT Log_ID FROM Logs WHERE Action_Description IN [SELECT Action_Description FROM Logs WHERE Robot_ID = 1];,syntax,unmatched brackets,calmness,Notice the mismatched brackets in the subquery. Replace '[' for correct syntax.,Learning correct subquery syntax with proper bracket matching
"SELECT Employee_ID, UPPER(Name FROM Employees;",syntax,unmatched brackets,anger,No stress about parenthesis! You are just missing closing parenthesis in UPPER function.,Understanding function parentheses matching
"SELECT Employee_ID, CASE WHEN Job_Role = 'Manager' THEN 'Lead' ELSE 'Staff' END) FROM Employees;",syntax,unmatched brackets,happiness,Great use of CASE statement! Just missing opening parenthesis.,Learning proper CASE statement syntax with correct bracket matching
SELECT Name FROM Employees WHERE EXISTS (SELECT 1 FROM Robots WHERE Robots.Employee_ID = Employees.Employee_ID;,syntax,unmatched brackets,neutral,Missing parenthesis after EXISTS subquery.,Learning correct subquery syntax with proper bracket matching
"SELECT Employee_ID, SUBSTRING(Name, 1, 5 FROM Employees WHERE Division = 'IT';",syntax,unmatched brackets,sadness,Don't worry about brackets! Missing closing parenthesis for the SUBSTRING function.,Understanding function parentheses matching
SELECT Robot_ID FROM Robots WHERE Status IN (SELECT Status FROM Robots WHERE Manufacturing_Date > '2020-01-01';,syntax,unmatched brackets,calmness,Good use of subqueries! Just missing closing parenthesis for the IN clause.,Learning correct subquery syntax with proper bracket matching
SELECT COUNT(* FROM Robots WHERE Employee_ID = 1;,syntax,unmatched brackets,happiness,Excellent use of aggregate functions! Just missing closing parenthesis for the COUNT function.,Understanding aggregate function parentheses syntax
SELECT Log_ID FROM Logs WHERE (Employee_ID = 1 AND Robot_ID = 2 AND Action_Description LIKE '%error%';,syntax,unmatched brackets,anger,No stress about parentheses! Missing closing bracket in WHERE clause.,Understanding proper parentheses usage in WHERE conditions
SELECT Access_Code_ID FROM Access_Codes WHERE Employee_ID IN (SELECT Employee_ID FROM Employees WHERE Job_Role = 'Admin' AND Division = 'IT';,syntax,unmatched brackets,neutral,Missing closing parenthesis for the subquery.,Learning correct subquery syntax with proper bracket matching
"SELECT Log_ID, YEAR(Timestamp FROM Logs;",syntax,unmatched brackets,sadness,Don't worry! You're close. Missing ')' in YEAR function.,Understanding function parentheses matching
"SELECT Robot_ID FROM Robots WHERE Status IN 'active', 'maintenance';",syntax,unmatched brackets,calmness,Almost there! Missing parenthesis in IN clause.,Learning correct IN clause syntax with proper parentheses
"SELECT Robot_ID, COUNT(*), MAX(Log_ID FROM Logs WHERE Employee_ID = 1 GROUP BY Robot_ID;",syntax,unmatched brackets,happiness,Great job on the aggregate functions! Your query is just missing a closing parenthesis in MAX function.,Understanding aggregate function parentheses syntax
SELECT Incident_ID FROM Incidents WHERE Employee_ID IN SELECT Employee_ID FROM Robots WHERE Status = 'active');,syntax,unmatched brackets,anger,No stress about parentheses! Missing opening parenthesis for the subquery.,Learning correct subquery syntax with proper bracket matching、
